,name,address,si_do,gun_gu
86,신대방,서울 동작구 신대방동 607-28,서울,동작구
87,신대방삼거리,서울 동작구 대방동 407-46,서울,동작구
88,흑석1호,서울 동작구 흑석동 180-6,서울,동작구
89,도화,"서울 마포구 도화동 179-8 1,2층",서울,마포구
90,망원2동,서울 마포구 망원2동 474-15,서울,마포구
91,상암,서울 마포구 상암동 34-45,서울,마포구
92,성산2동,서울 마포구 성산동 592,서울,마포구
93,신공덕,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호),서울,마포구
94,신수,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호,서울,마포구
95,아현,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호,서울,마포구
96,연남,서울 마포구 연남동 369-20,서울,마포구
97,홍대,서울 마포구 서교동 371-3,서울,마포구
98,독립문,서울 서대문구 냉천동 228,서울,서대문구
99,명지대,서울 서대문구 남가좌동 344-7,서울,서대문구
100,북가좌1호,서울 서대문구 응암로 11,서울,서대문구
101,북아현1호,서울 서대문구 북아현동 1006,서울,서대문구
102,신촌,서울 서대문구 창천동 41-14,서울,서대문구
103,연희1호,서울 서대문구 연희3동 344-26,서울,서대문구
104,홍은1호,서울 서대문구 홍제동 279-52,서울,서대문구
105,홍은사거리,서울 서대문구 홍제동 326-20,서울,서대문구
106,반포1호,서울 서초구 반포동 1053 H동 26호,서울,서초구
107,방배1호,서울 서초구 방배동 761-8,서울,서초구
108,방배2호,서울 서초구 방배3동 918-4번지,서울,서초구
109,서초1호,서울 서초구 서초동 1357-56,서울,서초구
110,서초2호,서울 서초구 서초동 1669-15,서울,서초구
111,서초3호,서울 서초구 서초동 1579-5,서울,서초구
112,양재1호,서울 서초구 양재동 327-2,서울,서초구
113,잠원1호,서울 서초구 잠원동 15-4,서울,서초구
114,금호1호,서울 성동구 금호동1가 1801-3,서울,성동구
115,성수1호,서울 성동구 성수동2가 235-1,서울,성동구
116,성수역,서울 성동구 성수동2가 289-251,서울,성동구
117,왕십리1호,서울 성동구 하왕십리2동 988-2 1층,서울,성동구
118,왕십리도선,서울 성동구 홍익동 131-1,서울,성동구
119,응봉,서울 성동구 응봉동 100 상가내 1층,서울,성동구
120,동덕여대,서울 성북구 하월곡동 17-1,서울,성북구
121,동소문,서울 성북구 동소문동 6가 227 1층,서울,성북구
122,보문역,서울 성북구 보문동2가 40,서울,성북구
123,석관장위,서울 성북구 장위2동 64-129,서울,성북구
124,정릉1호,서울 성북구 정릉4동 285-4,서울,성북구
125,정릉2호,서울 성북구 정릉동 175-24,서울,성북구
126,가락2호,서울 송파구 가락동 75-7,서울,송파구
127,거여가락1호,서울 송파구 가락동 180-9,서울,송파구
128,마천1호,서울 송파구 거여동 32-6,서울,송파구
129,문정법조,서울 송파구 문정동 620 송파푸르지오시티 B09호,서울,송파구
130,방이2호,서울 송파구 방이동 59-1,서울,송파구
131,방이역,서울 송파구 오금동 41-23 성암빌딩 1층,서울,송파구
132,석촌,서울 송파구 석촌동 163-1,서울,송파구
133,송파1호,서울 송파구 송파동 147,서울,송파구
134,위례송파,"서울 송파구 장지동 894 위례아이파크 상가1동 103호, 104호",서울,송파구
135,잠실1호,서울 송파구 잠실본동 313-8,서울,송파구
136,잠실2호,서울 송파구 신천동 11-4,서울,송파구
137,장지,서울 송파구 문정동 102-1,서울,송파구
138,풍납1호,서울 송파구 풍납2동 405번지,서울,송파구
139,목동1호,서울 양천구 목동 797-3,서울,양천구
140,목동2호,서울 양천구 목동 909-8 이화프라자 1층 101호,서울,양천구
141,목동오거리,서울 양천구 목동 940 현대아이파크상가 102,서울,양천구
142,신월2호,서울 양천구 신월7동 972-6,서울,양천구
143,신정1호,서울 양천구 신정1동 1027-2,서울,양천구
144,신트리,서울 양천구 신정동 1267 목동뉴프라자,서울,양천구
145,오목교,서울 양천구 신정동 1296 아이파크 상가 1층,서울,양천구
146,화곡1호,서울 양천구 신월동 23-17,서울,양천구
147,당산1호,서울 영등포구 영등포동8가 76-1 삼환@상가 112호,서울,영등포구
148,대림2호,서울 영등포구 대림3동 783-6,서울,영등포구
149,문래,서울 영등포구 문래동3가 77-58,서울,영등포구
150,신길1호,서울 영등포구 신길동 296-14,서울,영등포구
151,신길2호,서울 영등포구 신길7동 674,서울,영등포구
152,여의도,서울 영등포구 여의도동 44-31,서울,영등포구
153,영등포1호,서울 영등포구 도림동 76-24,서울,영등포구
154,동부이촌,서울 용산구 이촌1동 301-153 오성상가 103,서울,용산구
155,보광,서울 용산구 보광동 217-13,서울,용산구
156,용문,서울 용산구 용문동 28-26,서울,용산구
157,후암,서울 용산구 후암동 244-59,서울,용산구
158,구산역,서울 은평구 갈현2동 464-14,서울,은평구
159,대조,서울 은평구 대조동 231 삼성타운 A 101호,서울,은평구
160,불광1동,서울 은평구 불광동 554-1 라비앙프라자1층 101호,서울,은평구
161,신사1동,서울 은평구 신사동 29-13,서울,은평구
162,역촌1호,서울 은평구 역촌동 55-1,서울,은평구
163,연신내,서울 은평구 불광동 484-72,서울,은평구
164,은평뉴타운,서울 은평구 진관동 은평도시개발사업지구 9단지 914동 상가 103호,서울,은평구
165,응암1동,서울 은평구 응암동 236-33,서울,은평구
166,증산,서울 은평구 증산동 209-18,서울,은평구
167,대학로,서울 종로구 명륜동4가 113-1,서울,종로구
168,숭인,서울 종로구 숭인2동 183-13,서울,종로구
169,동대문1호,서울 중구 창신동 464-6,서울,중구
170,신당1호,서울 중구 신당동 846,서울,중구
171,망우본동,서울 중랑구 망우동 149-7,서울,중랑구
172,면목1호,서울 중랑구 면목본동 72-43,서울,중랑구
173,면목2호,서울 중랑구 면목2동 191-126,서울,중랑구
174,면목3호,서울 중랑구 면목동 1096-16,서울,중랑구
175,묵동,서울 중랑구 묵동 238-90,서울,중랑구
176,상봉1호,서울 중랑구 상봉1동 268-34,서울,중랑구
177,신내1호,서울 중랑구 신내1동 571-26 1층 상가,서울,중랑구
178,국제신도시,부산 강서구 명지동 3412-6,부산,강서구
179,명지신도시,부산 강서구 명지동 3256-5,부산,강서구
180,신호,부산 강서구 신호동 317-15,부산,강서구
181,지사,부산 강서구 지사동 1191-5,부산,강서구
182,구서1호,부산 금정구 구서2동 1024-1,부산,금정구
183,남산1호,부산 금정구 남산동 99-6,부산,금정구
184,부곡1호,부산 금정구 부곡동 23-15,부산,금정구
185,부곡2호,부산 금정구 부곡1동 324-20,부산,금정구
186,부산대,부산 금정구 금강로 장전동 418-13,부산,금정구
187,서동1호,부산 금정구 서동 210-6,부산,금정구
188,장전1호,부산 금정구 장전동 134-19,부산,금정구
189,기장1호,부산 기장군 기장읍 동부리 150-18,부산,기장군
190,정관1호,부산 기장군 정관면 매학리,부산,기장군
191,정관2호,부산 기장군 모전리 747-7,부산,기장군
192,감만,부산 남구 감만1동 158-6,부산,남구
193,대연1호,부산 남구 대연동 1013-8,부산,남구
194,대연2호,부산 남구 대연동 52-7,부산,남구
195,메트로시티1호,부산 남구 용호동 176-30,부산,남구
196,못골,부산 남구 대연동 1543-33,부산,남구
197,문현2호,부산 남구 문현1동 127-56,부산,남구
198,용호1호,부산 남구 용호3동 495-46 1층,부산,남구
199,범일1호,부산 동구 범일2동 833-2,부산,동구
200,수정1호,부산 동구 수정동 295-3,부산,동구
201,초량,부산 동구 초량2동 489-4,부산,동구
202,명륜,부산 동래구 명륜1동 673-9,부산,동래구
203,명장1호,부산 동래구 명장동 26-24번지 국제아파트 상가 106호,부산,동래구
204,복천,부산 동래구 복천동 476-1,부산,동래구
205,사직1호,부산 동래구 사직동 137-5번지,부산,동래구
206,사직2호,부산 동래구 사직동 89-16,부산,동래구
207,안락2호,부산 동래구 안락동 670-13,부산,동래구
208,온천1호,부산 동래구 온천동 210-5번지,부산,동래구
209,온천2호,부산 동래구 온천3동 1448-1 명보아파트 상가 가동 101호,부산,동래구
210,우방신세계,부산 동래구 안락동 471-41,부산,동래구
211,가야,부산 부산진구 가야동 478,부산,부산진구
212,개금1호,부산 부산진구 개금동 2-1,부산,부산진구
213,개금2호,부산 부산진구 개금1동 201-6,부산,부산진구
214,당감,부산 부산진구 당감동 367-2,부산,부산진구
215,범천,부산 부산진구 범천동 1278-11,부산,부산진구
216,서면,부산 부산진구 부전동 266-24,부산,부산진구
217,양정,부산 부산진구 양정동 310-6,부산,부산진구
218,연지,부산 부산진구 동평로 299,부산,부산진구
219,초읍대공원,부산 부산진구 초읍동 288-6,부산,부산진구
220,구포1호,부산 북구 구포3동 1228-1,부산,북구
221,덕천2호,부산 북구 덕천3동 781-2,부산,북구
222,만덕2호,부산 북구 만덕3동 915-6,부산,북구
223,화명1호,부산 북구 화명동 1417-15호 좌측,부산,북구
224,화명3호,부산 북구 화명동 182-5(2층),부산,북구
225,화명신도시,부산 북구 화명동 2266-1,부산,북구
226,괘법,부산 사상구 괘법동 516-1,부산,사상구
227,덕포,부산 사상구 덕포동 420-4,부산,사상구
228,동서대,부산 사상구 주례동 55-176,부산,사상구
229,모라,부산 사상구 모라동 1349-,부산,사상구
230,신주례,부산 사상구 주례2동 3-17,부산,사상구
231,엄궁,부산 사상구 엄궁동 40-94,부산,사상구
232,학장,부산 사상구 학장동 579-9,부산,사상구
233,괴정1호,부산 사하구 괴정동 487-24,부산,사하구
234,다대1호,부산 사하구 다대2동 85-5,부산,사하구
235,다대2호,부산 사하구 다대동 1014,부산,사하구
236,당리괴정2호,부산 사하구 괴정동 577-42,부산,사하구
237,신평1호,부산 사하구 신평동 71-15,부산,사하구
238,장림,부산 사하구 장림동 590,부산,사하구
239,하단1호,부산 사하구 하단2동 506-15,부산,사하구
240,하단2호,부산 사하구 하단동 602-7,부산,사하구
241,국제신도시,부산 강서구 명지동 3412-6,부산,강서구
242,남부민,부산 서구 남부민동 456-13,부산,서구
243,대신,부산 서구 대영로 30,부산,서구
244,명지신도시,부산 강서구 명지동 3256-5,부산,강서구
245,송도감천,부산 서구 암남동 64-2 104호,부산,서구
246,신호,부산 강서구 신호동 317-15,부산,강서구
247,아미부민,부산 서구 부민동1가 11-3,부산,서구
248,지사,부산 강서구 지사동 1191-5,부산,강서구
249,광안2호,부산 수영구 광안동 168-3,부산,수영구
250,망미1호,부산 수영구 망미동 431-11,부산,수영구
251,민락,부산 수영구 민락동 165-15,부산,수영구
252,수영,부산 수영구 수영동 503-23,부산,수영구
253,거제법조,부산 연제구 거제동 986-5,부산,연제구
254,시청,부산 연제구 거제3동 34-19,부산,연제구
255,연산2호,부산 연제구 연산4동 578-1 삼익아파트 상가 101호,부산,연제구
256,연산3호,부산 연제구 연산동 2133-48,부산,연제구
257,대교남항,부산 영도구 남항동 2가 40,부산,영도구
258,동삼,부산 영도구 동삼1동 331-9,부산,영도구
259,봉래영선,"부산 영도구 영선동1가 69-2, 69-3",부산,영도구
260,청학,부산 영도구  청학동 13-14,부산,영도구
261,영주대청,부산 중구 대청동4가 82-13,부산,중구
262,반송,부산 해운대구 반송2동 216-150,부산,해운대구
263,반여1호,부산 해운대구 반여동 1628-5,부산,해운대구
264,송정,부산 해운대구 송정동 227-7,부산,해운대구
265,우동1호,부산 해운대구 우동 1090-13,부산,해운대구
266,재송1호,부산 해운대구 재송2동 1149-13,부산,해운대구
267,재송2호,부산 해운대구 재송동 1083-1,부산,해운대구
268,좌동1호,부산 해운대구 좌동 970,부산,해운대구
269,좌동3호,부산 해운대구 좌동 1450  주공3단지 상가 205,부산,해운대구
270,해운대역,부산 해운대구 우동 639-4,부산,해운대구
271,계명,대구시 남구 양지로 107,대구시,남구
272,대명1호,대구 남구 대명동 1098-4,대구,남구
273,봉덕,대구 남구 봉덕동 687-32,대구,남구
274,앞산,대구 남구 대명동 780-3,대구,남구
275,이천대봉,대구 남구 이천동 184-9,대구,남구
276,감삼성당,대구 달서구 감삼동 317-3,대구,달서구
277,대곡,대구 달서구 도원동 1442-2 1층 107호,대구,달서구
278,상인,대구 달서구 상인동 1555-1,대구,달서구
279,성서,대구 달서구 신당동 1763-2,대구,달서구
280,송현,대구 달서구 송현1동 207-2,대구,달서구
281,신월성,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,대구,달서구
282,용산,대구 달서구 용산1동 954-6,대구,달서구
283,용산새방,대구 달서구 용산동 499-2,대구,달서구
284,장기,대구 달서구 장기동 566-4,대구,달서구
285,진천,대구 달서구 진천동 508,대구,달서구
286,논공,대구 달성군 논공읍 북리 803-128,대구,달성군
287,다사,대구 달성군 다사읍 죽곡리 809-1,대구,달성군
288,명곡,대구 달성군 화원읍 명곡리 320-1,대구,달성군
289,서재세천,대구 달성군 다사읍 서재리 423-15,대구,달성군
290,테크노폴리스,대구 달성군 유가면 봉리 606 하이젠스타 115호,대구,달성군
291,화원,대구 달성군 화원읍 천내리 54-1,대구,달성군
292,대구혁신,대구 동구 각산동 1098-5 102호,대구,동구
293,동구청,대구 동구 효목1동 962-3,대구,동구
294,동호,대구 동구 동호동 384-7,대구,동구
295,방촌,대구 동구 방촌동 1118-121,대구,동구
296,신암대현,대구 동구 신암동 806-3,대구,동구
297,신천1호,대구 동구 신천동 501-5,대구,동구
298,신천2호,대구 동구 신청동 377-12,대구,동구
299,율하,대구 동구 율하동 1311번지 102호,대구,동구
300,지묘봉무,대구 동구 지묘동 808-3,대구,동구
301,지저불로,대구 동구 지저동 833-15,대구,동구
302,관음,대구 북구 관음동 1383-9,대구,북구
303,구암,대구 북구 태전동 1074-6,대구,북구
304,금호지구,대구 북구 사수동 912,대구,북구
305,동서변,대구 북구 동변동 669-4,대구,북구
306,동천3지구,대구 북구 동천동 906-3,대구,북구
307,복현1호,대구 북구 복현동 460-6,대구,북구
308,복현2호,대구 북구 복현동 539 -110 복현서한타운 상가 103호,대구,북구
309,산격,대구 북구 산격동 1400-20,대구,북구
310,원대,대구 북구 노원동3가 892-1,대구,북구
311,침산,대구 북구 침산동 457-31,대구,북구
312,태전,대구 북구 태전동 254-30,대구,북구
313,팔달매천,대구 북구 매천동 682,대구,북구
314,감삼성당,대구 달서구 감삼동 317-3,대구,달서구
315,내당,대구 서구 내당동 219-7,대구,서구
316,달성비산,"대구 서구 비산 2,3동 3-50",대구,서구
317,대곡,대구 달서구 도원동 1442-2 1층 107호,대구,달서구
318,상인,대구 달서구 상인동 1555-1,대구,달서구
319,성서,대구 달서구 신당동 1763-2,대구,달서구
320,송현,대구 달서구 송현1동 207-2,대구,달서구
321,신월성,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호,대구,달서구
322,용산,대구 달서구 용산1동 954-6,대구,달서구
323,용산새방,대구 달서구 용산동 499-2,대구,달서구
324,장기,대구 달서구 장기동 566-4,대구,달서구
325,진천,대구 달서구 진천동 508,대구,달서구
326,평리,대구 서구 평리동 1093-11,대구,서구
327,만촌1호,대구 수성구 만촌동 849-2,대구,수성구
328,만촌2호,대구 수성구 만촌1동 1330-12,대구,수성구
329,범물,대구 수성구 범물동 1374-4,대구,수성구
330,범어1호,대구 수성구 범어동 203-18,대구,수성구
331,수성,대구 수성구 수성동4가 1022-11,대구,수성구
332,시지1호,대구 수성구 매호동 1328-12,대구,수성구
333,시지2호,대구 수성구 시지동 498번지 시지노변아파트 상가 2동 108호,대구,수성구
334,중동,대구 수성구 중동 97-5,대구,수성구
335,지산,"대구 수성구 지산동 1234, 113동 4호",대구,수성구
336,파동,대구 수성구 상동 380-2,대구,수성구
337,황금,대구 수성구 두산동 133-1,대구,수성구
338,남산대신,대구 중구 남산3동 2466-14,대구,중구
339,중앙,대구 중구 남일동 33-9,대구,중구
340,강화,인천 강화군 강화읍 갑곳리 199-1,인천,강화군
341,계산1호,인천 계양구 계산동 1081-10,인천,계양구
342,계산2호,인천 계양구 계산3동 61-2,인천,계양구
343,임학박촌,인천 계양구 박촌동 52-3,인천,계양구
344,작전1호,인천 계양구 작전동 149-1,인천,계양구
345,효성1호,"인천 계양구 효성1동 21-11 현대아파트 상가동 101호, 102호, 103호",인천,계양구
346,효성2호,인천 계양구 효성2동 273-3,인천,계양구
347,관교,인천 남구 관교동 321-5,인천,남구
348,용현2동,인천 남구 용현동 558-32,인천,남구
349,용현5동,인천 남구 용현동 630-45,인천,남구
350,주안1호,인천 남구 주안동 1523-2,인천,남구
351,주안3호,인천 남구 주안동 929-11,인천,남구
352,학익1호,인천 남구 학익동 293-37,인천,남구
353,간석1호,인천 남동구 구월동 70-80,인천,남동구
354,구월,인천 남동구 구월동 1133-13,인천,남동구
355,논현1호,인천 남동구 논현동 620-8,인천,남동구
356,논현에코메트로,인천 남동구 논현동 752-1,인천,남동구
357,만수1호,인천 남동구 만수동 1045 103호,인천,남동구
358,만수2호,인천 남동구 만수2동 5-440,인천,남동구
359,만수3호,인천 남동구 간석3동 921-14,인천,남동구
360,서창,인천 남동구 서창동 706,인천,남동구
361,간석1호,인천 남동구 구월동 70-80,인천,남동구
362,구월,인천 남동구 구월동 1133-13,인천,남동구
363,논현1호,인천 남동구 논현동 620-8,인천,남동구
364,논현에코메트로,인천 남동구 논현동 752-1,인천,남동구
365,만수1호,인천 남동구 만수동 1045 103호,인천,남동구
366,만수2호,인천 남동구 만수2동 5-440,인천,남동구
367,만수3호,인천 남동구 간석3동 921-14,인천,남동구
368,서창,인천 남동구 서창동 706,인천,남동구
369,송현,인천 동구 송림동 234-1,인천,동구
370,부개1동,인천 부평구 부개동 265-3,인천,부평구
371,부개3동,인천 부평구 부개동 12-127,인천,부평구
372,부평1호,인천 부평구 부평동 451-30,인천,부평구
373,부평2호,인천 부평구 부평동 889-8,인천,부평구
374,산곡1호,인천 부평구 산곡동 369-270,인천,부평구
375,산곡2호,인천 부평구 산곡동 119-54,인천,부평구
376,산곡3호,인천 부평구 산곡2동 251-1,인천,부평구
377,삼산,인천 부평구 삼산동 433-1,인천,부평구
378,십정1호,인천 부평구 십정2동 488-41,인천,부평구
379,가좌,인천 서구 가좌동 30-78,인천,서구
380,검단1호,인천 서구 검단로 왕길동 637-1,인천,서구
381,검암,인천 서구 검암동 626-2번지 태건프라자 105호,인천,서구
382,당하,인천 서구 마전동 585,인천,서구
383,불로원당,인천 서구 당하동 1033-3 조이빌 103,인천,서구
384,석남가정,인천 서구 가정동 505-4,인천,서구
385,연희1호,인천 서구 심곡동 257-15,인천,서구
386,청라,인천 서구 연희동 799-8 우리프라자 1층,인천,서구
387,동춘,인천 연수구 동춘동 934-1,인천,연수구
388,선학연수3호,인천 연수구 선학동 406-2,인천,연수구
389,송도1호,인천 연수구 송도동 21-59  302동 102호,인천,연수구
390,송도드림시티,인천 연수구 송도동 3-2,인천,연수구
391,연수중앙,인천 연수구 연수동 626,인천,연수구
392,옥련,인천 연수구 옥련동 194-4,인천,연수구
393,공항신도시,인천 중구 운서동 2797-4 대원프라자,인천,중구
394,영종하늘도시,"인천 중구 중산동 1884-4 108,109호",인천,중구
395,소촌우산,광주 광산구 소촌동 244-6,광주,광산구
396,송정1호,광주 광산구 도산동 1143,광주,광산구
397,수완1호,광주 광산구 장덕동 1479번지 1층,광주,광산구
398,수완2호,광주 광산구 수완동 1128번지  102호,광주,광산구
399,신창,광주 광산구 신창동 1236-1,광주,광산구
400,운남1호,광주 광산구 월곡2동 683-1,광주,광산구
401,첨단1호,광주 광산구 산월동 첨단과학산업단지 884-2 호반상가 2동 103호,광주,광산구
402,첨단2호,광주 광산구 쌍암동 655-4번지,광주,광산구
403,하남1호,광주 광산구 산정동 977-13,광주,광산구
404,노대효천,광주 남구 노대동 814,광주,남구
405,백운,광주 남구 서동 71-15,광주,남구
406,봉선1호,광주 남구 주월1동 1253-4,광주,남구
407,봉선2호,광주 남구 봉선2동 475,광주,남구
408,주월,광주 남구 월산동 1034-17,광주,남구
409,진월,광주 남구 진월동 870번지 한국아델리움 2차상가 230동 102호,광주,남구
410,계림,광주 동구 장동 16-4,광주,동구
411,조선대,광주 동구 지산동 500번지,광주,동구
412,학동,광주 동구 학동 735-16,광주,동구
413,두암1호,광주 북구 두암2동 826-50,광주,북구
414,문흥1호,광주 북구 문흥동 980-15,광주,북구
415,양산1호,광주 북구 양산동 877-1 1층,광주,북구
416,오치,광주 북구 오치동 785-4,광주,북구
417,운암1호,광주 북구 운암3동 1051-5,광주,북구
418,운암2호,광주 북구 운암동 492-39,광주,북구
419,일곡1호,광주 북구 일곡동 828-4,광주,북구
420,전남대,광주 북구 용봉동161-15번지,광주,북구
421,첨단신용,광주 북구 신용동 693,광주,북구
422,금호,광주 서구 쌍촌동 881번지,광주,서구
423,동천,광주 서구 동천동 527,광주,서구
424,마재,"광주 서구 금호동 813 대주파크빌상가 124동 114호, 115호",광주,서구
425,상무1호,광주 서구 치평동 1258,광주,서구
426,쌍촌1호,광주 서구 쌍촌동 147,광주,서구
427,풍암1호,광주 서구 풍암동 1048번지 호반 APT상가 104호,광주,서구
428,화정1호,광주 서구 화정동 824-16,광주,서구
429,화정2호,"광주 서구 농성동 666-1 1층 113,114호",광주,서구
430,송촌1호,대전 대덕구 송촌동 454-4,대전,대덕구
431,신탄진,대전 대덕구 석봉동 309-1,대전,대덕구
432,한남대,대전 대덕구 한남로 오정동 223-260,대전,대덕구
433,가오천동,대전 동구 가오동 235-12,대전,동구
434,용운,대전 동구 용운동 306-3,대전,동구
435,자양대동,대전 동구 대동 192-1,대전,동구
436,가장내동,대전 서구 가장동 50-45,대전,서구
437,갈마1호,대전 서구 갈마2동 404-2 푸른아파트 상가 107-2,대전,서구
438,관저느리울,대전 서구 관저동 1354,대전,서구
439,도마1호,대전 서구 도마동 114-19,대전,서구
440,둔산1호,대전 서구 둔산2동 1093 101호,대전,서구
441,둔산2호,대전 서구 둔산동 1851,대전,서구
442,만년,대전 서구 만년동 277,대전,서구
443,복수,대전 서구 복수동 622,대전,서구
444,월평1호,대전 서구 월평1동 845번지,대전,서구
445,탄방,대전 서구 탄방동 723,대전,서구
446,관저1호,대전 유성구 원내동 829 외 1필지,대전,유성구
447,관평,대전 유성구 관평동 1056,대전,유성구
448,노은1지구,대전 유성구 노은동 553-9 스타돔 120호,대전,유성구
449,노은2지구,대전 유성구 지족동 985-2,대전,유성구
450,도안1지구,대전 유성구 상대동 469-9,대전,유성구
451,송강,대전 유성구 봉산동 198-13,대전,유성구
452,신성,대전 유성구 신성동 137-15,대전,유성구
453,유성,대전 유성구 봉명동 621-1,대전,유성구
